code,fullname,firsname,lastname,MaritalStatus,Gender,YearlyIncome,Education,Occupation
11457,,Jaime,Gutierrez,M,F,90000,Bachelors,Professional
11458,,Bianca,Liu,M,F,100000,High School,Management
11459,,Tasha,Deng,S,F,80000,Bachelors,Professional
11460,,Melvin,Chande,S,M,90000,Bachelors,Professional
11461,,Victor,Jimenez,S,M,90000,Bachelors,Professional
11462,,Laura,Lin,M,F,110000,High School,Management
11463,,Alisha,Beck,M,F,110000,High School,Management
11464,,Alejandro,Huang,M,M,90000,Bachelors,Professional
11465,,Louis,Luo,M,M,90000,Bachelors,Professional
11466,,Grant,Tang,M,M,150000,Partial High School,Management
11467,,Arturo,Zheng,M,M,170000,Graduate Degree,Management
11468,,Jaclyn,Andersen,M,F,40000,Bachelors,Skilled Manual
11469,,Edwin,Raji,S,M,10000,Partial High School,Manual
11470,,Jay,Suarez,S,M,20000,Partial High School,Manual
11471,,Latasha,Suarez,S,F,30000,Partial College,Clerical
11472,,Kenneth,Kumar,S,M,60000,Bachelors,Professional
11473,,Grace,Henderson,S,F,20000,Partial High School,Manual
11474,,Melvin,Xu,S,M,20000,Partial High School,Manual
11475,,Cesar,Subram,S,M,30000,High School,Manual
11476,,Erika,Navarro,M,F,40000,Bachelors,Skilled Manual
11477,,Tristan,Hughes,S,M,30000,High School,Manual
11478,,Billy,Hernandez,S,M,30000,High School,Manual
11479,,Darryl,Wu,M,M,40000,Bachelors,Skilled Manual
11480,,Colleen,Ma,M,F,40000,Bachelors,Skilled Manual
11481,,Erica,Hu,M,F,40000,Bachelors,Skilled Manual
11482,,Adrienne,Torres,S,F,30000,High School,Manual
11483,,Calvin,Chande,M,M,40000,Bachelors,Skilled Manual
11484,,Erick,Sai,S,M,40000,Partial College,Clerical
11485,,Donald,Chandra,M,M,40000,Partial College,Clerical
11486,,Ariana,Rogers,S,F,10000,Partial High School,Manual
11487,,Morgan,Jones,S,F,10000,Partial High School,Manual
11488,,Jermaine,Lopez,S,M,20000,Partial High School,Manual
11489,,Deborah,Goel,S,F,20000,Partial High School,Manual
11490,,Danny,Rubio,S,M,20000,Partial High School,Manual
11491,,Andre,Perez,M,M,20000,Partial High School,Manual
11492,,Terrence,Chander,S,M,30000,High School,Manual
11493,,Dawn,Wu,S,F,40000,Partial College,Clerical
11494,,Jimmy,Gutierrez,S,M,40000,Partial College,Clerical
11495,,Francis,Jimenez,S,M,40000,Partial College,Clerical
11496,,Gary,Ortega,S,M,40000,Partial College,Clerical
11497,,Katrina,Nath,S,F,40000,Partial College,Clerical
11498,,Arturo,Sun,S,M,40000,Partial College,Clerical
11499,,Pedro,Vance,S,M,40000,Partial College,Clerical
11500,,Sarah,Simmons,S,F,40000,Graduate Degree,Skilled Manual
11501,,Brandy,Chandra,S,F,40000,Partial College,Clerical
11502,,Jared,Peterson,S,M,40000,Partial College,Clerical
11503,,Dennis,Wu,M,M,50000,Graduate Degree,Skilled Manual
11504,,Jordan,Baker,M,F,40000,Bachelors,Skilled Manual
11505,,Jasmine,Powell,S,F,60000,Graduate Degree,Skilled Manual
11506,,Nicholas,Brown,S,M,60000,Graduate Degree,Skilled Manual
11507,,Isabella,Russell,S,F,60000,Graduate Degree,Skilled Manual
11508,,Elizabeth,Wilson,S,F,60000,Graduate Degree,Skilled Manual
11509,,Roger,Harui,M,F,30000,Bachelors,Skilled Manual
11510,,Seth,Roberts,M,M,30000,Bachelors,Skilled Manual
11511,,Caleb,Perry,M,M,30000,Bachelors,Skilled Manual
11512,,Natalie,Campbell,S,F,20000,Partial High School,Manual
11513,,Alyssa,Howard,S,F,20000,Partial High School,Manual
11514,,Dalton,Diaz,M,M,30000,High School,Clerical
11515,,Shannon,Huang,M,F,30000,High School,Clerical
11516,,Mya,Gonzales,M,F,30000,High School,Clerical
11517,,Katherine,Bryant,M,F,40000,Partial College,Clerical
11518,,Edward,Washington,M,M,40000,Partial College,Clerical
11519,,Jerome,Navarro,M,M,40000,Partial College,Clerical
11520,,Jada,Morgan,M,F,40000,Partial College,Clerical
11521,,Ariana,Peterson,M,F,40000,Partial College,Clerical
11522,,Christian,Hughes,M,M,80000,Graduate Degree,Skilled Manual
11523,,Lucas,Taylor,M,M,40000,Partial College,Clerical
11524,,Alyssa,Jackson,M,F,40000,Partial College,Clerical
11525,,Ariana,Cook,M,F,40000,Partial College,Clerical
11526,,Katherine,Diaz,M,F,40000,Partial College,Clerical
11527,,Jenna,Green,M,F,40000,Partial College,Clerical
11528,,Joan,Washington,M,F,40000,Partial College,Clerical
11529,,Austin,Bryant,M,M,40000,Partial College,Clerical
11530,,Andrew,Martinez,M,M,40000,Partial College,Clerical
11531,,Nina,Yuan,M,F,40000,Partial College,Clerical
11532,,Lauren,Miller,M,F,40000,Partial College,Clerical
11533,,Ebony,Gill,M,F,40000,Partial College,Clerical
11534,,Cameron,Lewis,S,M,60000,Graduate Degree,Skilled Manual
11535,,Devin,Nelson,M,M,60000,Graduate Degree,Skilled Manual
11536,,Logan,Chow,M,M,60000,Graduate Degree,Skilled Manual
11537,,Dakota,Ross,M,M,60000,Graduate Degree,Skilled Manual
11538,,Nicole,Taylor,S,F,60000,Graduate Degree,Skilled Manual
11539,,Justin,Washington,M,M,60000,Graduate Degree,Skilled Manual
11540,,Alberto,Navarro,S,M,60000,Graduate Degree,Skilled Manual
11541,,Aidan,Ross,S,M,60000,Graduate Degree,Skilled Manual
11542,,Alejandro,Tang,S,M,20000,Partial College,Manual
11543,,Sheena,Chande,M,F,20000,Partial College,Manual
11544,,Joel,Garcia,M,M,30000,Bachelors,Clerical
11545,,Reginald,Dominguez,M,M,30000,Bachelors,Clerical
11546,,Christine,Chande,M,F,30000,Bachelors,Clerical
11547,,Cindy,Sai,M,F,40000,Graduate Degree,Clerical
11548,,Raymond,Sanchez,S,M,40000,Graduate Degree,Clerical
11549,,Crystal,Liang,M,F,40000,Bachelors,Clerical
11550,,Deb,Torres,S,F,40000,Bachelors,Clerical
11551,,Shannon,Alvarez,S,M,10000,High School,Manual
11552,,Eddie,Rubio,S,M,20000,Partial College,Manual
11553,,Sharon,Luo,M,F,20000,Partial College,Manual
11554,,Sydney,Simmons,S,F,10000,High School,Manual
11555,,Alexandria,Henderson,M,F,40000,Bachelors,Clerical
11556,,Lucas,Evans,M,M,20000,Partial College,Manual
11557,,Felicia,Ramos,S,F,30000,Bachelors,Clerical
11558,,Ivan,Malhotra,S,M,30000,Bachelors,Clerical
11559,,Frederick,Subram,S,M,30000,Bachelors,Clerical
11560,,Whitney,Srini,S,F,30000,Bachelors,Clerical
11561,,Briana,Dominguez,S,F,10000,Partial High School,Manual
11562,,Jarrod,Gonzalez,M,M,20000,High School,Manual
11563,,Cesar,Srini,S,M,20000,High School,Manual
11564,,Jorge,Liang,S,M,20000,High School,Manual
11565,,Erik,Diaz,S,M,20000,High School,Manual
11566,,April,Shan,M,F,40000,Bachelors,Clerical
11567,,Carla,Perez,M,F,40000,Bachelors,Clerical
11568,,Alexia,Foster,S,F,20000,High School,Manual
11569,,Troy,Malhotra,M,M,30000,Bachelors,Clerical
11570,,Kristin,Andersen,M,F,30000,Bachelors,Skilled Manual
11571,,Joel,Sai,M,M,30000,Bachelors,Skilled Manual
11572,,Billy,Moreno,M,M,30000,Bachelors,Skilled Manual
11573,,Meagan,Subram,S,F,20000,High School,Manual
11574,,Karla,Luo,S,F,20000,High School,Manual
11575,,Jackson,Campbell,S,M,20000,High School,Manual
11576,,Micah,Zhu,M,M,30000,Bachelors,Skilled Manual
11577,,Janet,Serrano,M,F,30000,Bachelors,Skilled Manual
11578,,Trisha,Huang,S,F,10000,Partial High School,Manual
11579,,Clayton,Beck,S,M,20000,High School,Manual
11580,,Melvin,Raje,M,M,30000,Bachelors,Skilled Manual
11581,,Cindy,Jordan,M,F,40000,Bachelors,Professional
11582,,Claudia,Ma,S,F,30000,Partial College,Clerical
11583,,Karla,Xu,S,F,30000,Partial College,Clerical
11584,,Devin,Carter,M,M,40000,Bachelors,Skilled Manual
11585,,Kari,Perez,M,F,40000,Bachelors,Skilled Manual
11586,,Alberto,Romero,M,M,40000,Bachelors,Skilled Manual
11587,,Kevin,Bryant,S,M,30000,Partial College,Clerical
11588,,Candace,Mehta,M,F,30000,Partial College,Clerical
11589,,Ebony,Malhotra,M,F,40000,Bachelors,Skilled Manual
11590,,Erika,Diaz,S,F,30000,Partial College,Clerical
11591,,Stacey,Lu,S,F,30000,Partial College,Clerical
11592,,Darrell,Raji,S,M,20000,High School,Manual
11593,,Armando,Moreno,S,M,20000,High School,Manual
11594,,Corey,Goel,S,M,20000,High School,Manual
11595,,Sebastian,Howard,S,M,20000,High School,Manual
11596,,Roger,Raje,M,M,40000,Bachelors,Skilled Manual
11597,,Janelle,Chandra,S,F,30000,Partial College,Clerical
11598,,Meredith,Ruiz,S,F,30000,Partial College,Clerical
11599,,Melody,Diaz,S,F,20000,High School,Manual
11600,,Linda,Rubio,S,F,30000,Partial College,Clerical
11601,,Ivan,Raman,S,M,30000,Partial College,Clerical
11602,,Larry,Gill,S,M,30000,Partial College,Clerical
11603,,Geoffrey,Gonzalez,S,M,30000,Partial College,Clerical
11604,,Edgar,Sanchez,S,M,30000,Partial College,Clerical
11605,,Heidi,Subram,S,F,20000,High School,Manual
11606,,Melody,Ramos,S,F,10000,Partial High School,Manual
11607,,Clinton,Moreno,S,M,20000,High School,Manual
11608,,Cesar,Madan,S,M,20000,High School,Manual
11609,,Eugene,Ye,S,M,30000,Partial College,Clerical
11610,,Blake,Collins,S,M,30000,Partial College,Clerical
11611,,Ernest,Lin,M,M,20000,Partial High School,Manual
11612,,Keith,Andersen,S,M,20000,Partial High School,Manual
11613,,Meredith,Prasad,S,F,30000,Partial College,Clerical
11614,,Katrina,Sharma,S,F,30000,Partial College,Clerical
11615,,Dwayne,Navarro,M,M,40000,Bachelors,Skilled Manual
11616,,Casey,Nath,M,F,40000,Bachelors,Skilled Manual
11617,,Sean,Brooks,S,M,60000,Graduate Degree,Skilled Manual
11618,,Brian,Ramirez,M,M,60000,Graduate Degree,Skilled Manual
11619,,Sierra,Young,S,F,50000,Graduate Degree,Skilled Manual
11620,,Megan,Rodriguez,S,F,50000,Graduate Degree,Skilled Manual
11621,,Leah,She,S,F,50000,Graduate Degree,Skilled Manual
11622,,Gabriel,Allen,M,M,50000,Graduate Degree,Skilled Manual
11623,,Angela,Perry,S,F,50000,Graduate Degree,Skilled Manual
11624,,Ryan,Smith,S,M,50000,Graduate Degree,Skilled Manual
11625,,Zachary,Moore,M,M,50000,Graduate Degree,Skilled Manual
11626,,Destiny,Rogers,M,F,50000,Graduate Degree,Skilled Manual
11627,,Dalton,Gray,M,M,60000,Graduate Degree,Skilled Manual
11628,,Mariah,Wood,S,F,40000,Graduate Degree,Skilled Manual
11629,,Isaiah,Wright,S,M,40000,High School,Skilled Manual
11630,,Haley,Powell,M,F,60000,Graduate Degree,Skilled Manual
11631,,Antonio,Bennett,M,M,60000,Graduate Degree,Skilled Manual
11632,,Alexandra,Jenkins,M,F,60000,Graduate Degree,Skilled Manual
11633,,Thomas,Anderson,M,M,40000,Bachelors,Skilled Manual
11634,,Samuel,Collins,M,M,60000,Graduate Degree,Skilled Manual
11635,,Darrell,Chande,M,M,60000,Graduate Degree,Skilled Manual
11636,,Kimberly,Cox,S,F,60000,Graduate Degree,Professional
11637,,Morgan,Hernandez,M,F,70000,Graduate Degree,Professional
11638,,Antonio,Powell,M,M,70000,Graduate Degree,Professional
11639,,Angelica,Perry,M,F,70000,Graduate Degree,Professional
11640,,Chloe,Wilson,M,F,50000,Bachelors,Skilled Manual
11641,,James,Chen,M,M,50000,Bachelors,Skilled Manual
11642,,Morgan,Hughes,M,F,50000,Bachelors,Skilled Manual
11643,,Naomi,Munoz,M,F,50000,Bachelors,Skilled Manual
11644,,Charles,Torres,S,M,40000,Bachelors,Skilled Manual
11645,,Gabriella,Turner,S,F,40000,Bachelors,Skilled Manual
11646,,Anna,Foster,S,F,40000,Bachelors,Skilled Manual
11647,,Randy,Wu,S,M,40000,Bachelors,Skilled Manual
11648,,Kevin,Scott,S,M,60000,Graduate Degree,Professional
11649,,Ian,White,M,M,60000,Graduate Degree,Professional
11650,,Caleb,Hayes,M,M,60000,Graduate Degree,Professional
11651,,Patricia,Garcia,M,F,60000,Graduate Degree,Professional
11652,,Samuel,Russell,M,M,60000,Graduate Degree,Professional
11653,,Sydney,Peterson,S,F,60000,Graduate Degree,Professional
11654,,Ariana,Sanchez,M,F,60000,Graduate Degree,Professional
11655,,Tamara,Sharma,S,F,70000,Graduate Degree,Professional
11656,,Katelyn,Perez,M,F,70000,Graduate Degree,Professional
11657,,Megan,Cox,M,F,70000,Graduate Degree,Professional
11658,,Robert,Mitchell,M,M,60000,Graduate Degree,Professional
11659,,Miguel,Adams,S,M,60000,Graduate Degree,Professional
11660,,Miranda,Gonzales,M,F,60000,Graduate Degree,Professional
11661,,Jeremiah,James,S,M,60000,Graduate Degree,Professional
11662,,Ethan,Kumar,S,M,60000,Graduate Degree,Professional
11663,,Seth,Williams,M,M,70000,Graduate Degree,Professional
11664,,Alyssa,Morgan,S,F,70000,Graduate Degree,Professional
11665,,Janet,Dominguez,M,F,70000,Graduate Degree,Professional
11666,,Angel,Baker,M,M,80000,Graduate Degree,Professional
11667,,Blake,Moore,M,M,70000,Bachelors,Skilled Manual
11668,,Jada,Collins,S,F,70000,Bachelors,Skilled Manual
11669,,Isabella,Simmons,S,F,70000,Bachelors,Skilled Manual
11670,,Jacqueline,Perry,S,F,70000,Bachelors,Skilled Manual
11671,,Jessica,Brown,S,F,60000,Bachelors,Skilled Manual
11672,,Chad,Jai,M,M,60000,Bachelors,Skilled Manual
11673,,Susan,Ye,S,F,60000,Bachelors,Skilled Manual
11674,,Morgan,Rogers,M,F,60000,Graduate Degree,Professional
11675,,Devin,Martinez,S,M,70000,Graduate Degree,Professional
11676,,Alan,Hu,M,M,80000,Graduate Degree,Professional
11677,,Charles,Walker,S,M,60000,Graduate Degree,Professional
11678,,Johnny,Chavez,M,M,70000,Graduate Degree,Professional
11679,,Dalton,Richardson,M,M,70000,Graduate Degree,Professional
11680,,Kaylee,Nelson,M,F,70000,Graduate Degree,Professional
11681,,Abigail,Jones,M,F,70000,Graduate Degree,Professional
11682,,Kaitlyn,Hall,M,F,70000,Graduate Degree,Professional
11683,,Greg,Taylor,M,M,80000,Graduate Degree,Professional
11684,,Devin,Parker,S,M,40000,Bachelors,Professional
11685,,Jose,Griffin,M,M,40000,Bachelors,Professional
11686,,Luke,Edwards,S,M,40000,Bachelors,Professional
11687,,Cody,Torres,S,M,40000,Bachelors,Professional
11688,,Victoria,Morris,S,F,80000,Bachelors,Skilled Manual
11689,,Ian,Diaz,M,M,80000,Bachelors,Skilled Manual
11690,,Caroline,Butler,M,F,60000,Graduate Degree,Professional
11691,,Kaitlyn,Wilson,S,F,40000,Bachelors,Professional
11692,,Caleb,Gonzales,M,M,40000,Bachelors,Professional
11693,,Hailey,Diaz,S,F,50000,Bachelors,Skilled Manual
11694,,Jonathon,Ortega,M,M,50000,Bachelors,Skilled Manual
11695,,Logan,Campbell,M,M,50000,Bachelors,Skilled Manual
11696,,Mackenzie,Campbell,S,F,50000,Bachelors,Skilled Manual
11697,,Eduardo,Lee,M,M,50000,Bachelors,Skilled Manual
11698,,Jackson,Wright,M,M,50000,Bachelors,Skilled Manual
11699,,Chase,Peterson,S,M,60000,Bachelors,Skilled Manual
11700,,Xavier,Richardson,S,M,60000,Bachelors,Professional
11701,,David,Hayes,M,M,60000,Bachelors,Professional
11702,,Jenny,Zhou,S,F,60000,Bachelors,Professional
11703,,Kaylee,Baker,S,F,60000,Bachelors,Professional
11704,,Evan,Hernandez,S,M,60000,Bachelors,Professional
11705,,Brooke,Richardson,S,F,60000,Graduate Degree,Professional
11706,,Blake,Perez,M,M,60000,Bachelors,Professional
11707,,Natalie,Cook,S,F,60000,Bachelors,Professional
11708,,Elizabeth,Weisman,S,F,60000,Bachelors,Professional
11709,,Hailey,Collins,S,F,60000,Graduate Degree,Professional
11710,,Zoe,Ramirez,M,F,40000,High School,Skilled Manual
11711,,Daniel,Davis,S,M,70000,Bachelors,Professional
11712,,Shelby,Rogers,M,F,70000,Partial College,Skilled Manual
11713,,Kyle,Zhang,M,M,70000,Partial College,Skilled Manual
11714,,Alexandria,Long,M,F,70000,Partial College,Skilled Manual
11715,,Chloe,Robinson,M,F,70000,Partial College,Skilled Manual
11716,,Evan,Kelly,S,M,40000,High School,Skilled Manual
11717,,Marcus,Jones,M,M,60000,Partial College,Skilled Manual
11718,,Sarah,Jones,M,F,60000,Partial College,Skilled Manual
11719,,Blake,Green,M,M,40000,High School,Skilled Manual
11720,,Morgan,Morris,M,F,40000,High School,Skilled Manual
11721,,Jennifer,Alexander,M,F,40000,High School,Skilled Manual
11722,,Julian,Hughes,M,M,60000,Partial College,Skilled Manual
11723,,Luke,Coleman,S,M,70000,Partial College,Skilled Manual
11724,,Jason,Carter,S,M,70000,Partial College,Skilled Manual
11725,,Jose,Li,S,M,70000,Partial College,Skilled Manual
11726,,Micah,Liang,S,M,70000,Partial College,Skilled Manual
11727,,Benjamin,Taylor,S,M,60000,Graduate Degree,Professional
11728,,Logan,White,M,M,60000,Partial College,Skilled Manual
11729,,Caleb,Campbell,M,M,60000,Partial College,Skilled Manual
11730,,Emma,Torres,M,F,60000,Partial College,Skilled Manual
11731,,Tanya,Gill,M,F,60000,Partial College,Skilled Manual
11732,,Erick,Sanchez,M,M,60000,Partial College,Skilled Manual
11733,,Kristi,Schmidt,M,F,60000,Partial College,Skilled Manual
11734,,Omar,Chen,M,M,60000,Partial College,Skilled Manual
11735,,Sydney,Gray,M,F,60000,Partial College,Skilled Manual
11736,,Sebastian,Sanchez,M,M,60000,Partial College,Skilled Manual
11737,,Megan,Martin,M,F,60000,Bachelors,Professional
11738,,Elijah,Alexander,M,M,60000,Bachelors,Professional
11739,,Aaron,King,M,M,70000,Graduate Degree,Professional
11740,,Jan,Hall,M,F,70000,Graduate Degree,Professional
11741,,Tamara,Chander,M,F,80000,Graduate Degree,Professional
11742,,Edward,Lewis,S,M,60000,Bachelors,Professional
11743,,Chase,Kelly,M,M,60000,Bachelors,Professional
11744,,Stephanie,Campbell,M,F,60000,Bachelors,Professional
11745,,Allison,Gonzalez,M,F,60000,Bachelors,Professional
11746,,Seth,Brooks,S,M,60000,Bachelors,Professional
11747,,Destiny,Davis,M,F,70000,Graduate Degree,Professional
11748,,Blake,Hill,M,M,70000,Graduate Degree,Professional
11749,,Eduardo,Jackson,M,M,80000,Graduate Degree,Management
11750,,Latoya,She,M,F,60000,Bachelors,Professional
11751,,Victoria,Gonzales,M,F,80000,Graduate Degree,Management
11752,,Lauren,Bryant,M,F,80000,Graduate Degree,Management
11753,,Felicia,Ortega,M,F,80000,Graduate Degree,Management
11754,,Janet,Ortega,M,F,90000,Bachelors,Professional
11755,,Willie,Pal,M,M,60000,Bachelors,Professional
11756,,Linda,Ortega,S,F,60000,Bachelors,Professional
11757,,Vincent,Cai,M,M,70000,Bachelors,Professional
11758,,Colin,Yuan,M,M,70000,Bachelors,Professional
11759,,Dawn,Nath,M,F,110000,Graduate Degree,Management
11760,,Melody,Moreno,M,F,70000,Bachelors,Professional
11761,,Edgar,Mehta,S,M,70000,Bachelors,Professional
11762,,Randall,Gomez,M,M,70000,Bachelors,Professional
11763,,Ross,Fernandez,M,M,80000,Graduate Degree,Management
11764,,Jessie,Ramos,S,F,80000,Graduate Degree,Management
11765,,Marc,Torres,M,M,80000,Bachelors,Professional
11766,,Candace,Raman,S,F,90000,Bachelors,Professional
11767,,Meagan,Madan,S,F,90000,Bachelors,Professional
11768,,Clayton,Nara,M,M,90000,Bachelors,Professional
11769,,Haley,Hernandez,S,F,50000,Graduate Degree,Skilled Manual
11770,,Peter,Nara,S,M,50000,Graduate Degree,Skilled Manual
11771,,Isaac,Rivera,S,M,50000,Graduate Degree,Skilled Manual
11772,,Cameron,Moore,M,M,50000,Graduate Degree,Skilled Manual
11773,,Gavin,Diaz,S,M,50000,Graduate Degree,Skilled Manual
11774,,Emma,Sanchez,M,F,50000,Graduate Degree,Skilled Manual
11775,,Sierra,Roberts,S,F,50000,Graduate Degree,Skilled Manual
11776,,Seth,Mitchell,M,M,50000,Graduate Degree,Skilled Manual
11777,,Miranda,Long,S,F,40000,Graduate Degree,Skilled Manual
11778,,Haley,Henderson,S,F,60000,Graduate Degree,Skilled Manual
11779,,Sarah,Jackson,S,F,60000,Graduate Degree,Skilled Manual
11780,,Jessica,Alexander,S,F,60000,Graduate Degree,Skilled Manual
11781,,Carlos,Gray,M,M,60000,Graduate Degree,Skilled Manual
11782,,Barbara,Jai,M,F,60000,Graduate Degree,Skilled Manual
11783,,Sara,Mitchell,M,F,60000,Graduate Degree,Skilled Manual
